Location,X_Coord_ERTS89,Y_Coord_ERTS89,Year_of_Outbreak,Lat_WGS84,Lon_WGS84
Argentan,3586010,2897740,1587,-0.02528,48.742046
Arienzo,4700360,2002670,1656,14.493678,41.022017
Arles,3887130,2300830,1630,4.627821,43.676614
Armentières,3818830,3088440,1555,2.881306,50.687674
Armentières,3818830,3088440,1646,2.881306,50.687674
Armentières,3818830,3088440,1568,2.881306,50.687674
Armentières,3818830,3088440,1626,2.881306,50.687674
Armentières,3818830,3088440,1576,2.881306,50.687674
Arnstadt,4387510,3081140,1578,10.944183,50.837909
Arnstadt,4387510,3081140,1582,10.944183,50.837909
Arnstadt,4387510,3081140,1626,10.944183,50.837909
Arraiolos,2763170,1922370,1580,-7.985281,38.722569
Arras,3807550,3045410,1438,2.78173,50.293048
Arras,3807550,3045410,1439,2.78173,50.293048
Arras,3807550,3045410,1349,2.78173,50.293048
Arras,3807550,3045410,1398,2.78173,50.293048
Arras,3807550,3045410,1399,2.78173,50.293048
Arras,3807550,3045410,1400,2.78173,50.293048
Arras,3807550,3045410,1401,2.78173,50.293048
Arras,3807550,3045410,1414,2.78173,50.293048
Arras,3807550,3045410,1454,2.78173,50.293048
Arras,3807550,3045410,1576,2.78173,50.293048
Arras,3807550,3045410,1577,2.78173,50.293048
Arras,3807550,3045410,1578,2.78173,50.293048
Arras,3807550,3045410,1629,2.78173,50.293048
Arras,3807550,3045410,1415,2.78173,50.293048
Arras,3807550,3045410,1413,2.78173,50.293048
Arzon,3355450,2799530,1387,-2.893438,47.549394
Aschaffenburg,4259950,2984860,1606,9.14904,49.972985
Ashburton,3352290,3136410,1625,-3.750856,50.517487
Ashford,3684440,3155050,1625,0.875628,51.148319
Assisi,4534760,2221810,1497,12.617573,43.070146
Asti,4179130,2422740,1431,8.20679,44.900882
Astignano,4658680,2156650,1599,14.092405,42.432556
Athy,3192310,3453320,1575,-6.98694,52.992017
Auch,3561790,2329810,1564,0.585193,43.647679
Auch,3561790,2329810,1472,0.585193,43.647679
Auch,3561790,2329810,1565,0.585193,43.647679
Auch,3561790,2329810,1630,0.585193,43.647679
Auch,3561790,2329810,1632,0.585193,43.647679
Auch,3561790,2329810,1653,0.585193,43.647679
Auch,3561790,2329810,1654,0.585193,43.647679
Auch,3561790,2329810,1348,0.585193,43.647679
Augsburg,4387330,2806180,1607,10.894817,48.365488
Augsburg,4387330,2806180,1519,10.894817,48.365488
Augsburg,4387330,2806180,1512,10.894817,48.365488
Augsburg,4387330,2806180,1511,10.894817,48.365488
Augsburg,4387330,2806180,1505,10.894817,48.365488
Augsburg,4387330,2806180,1504,10.894817,48.365488
Augsburg,4387330,2806180,1535,10.894817,48.365488
Augsburg,4387330,2806180,1464,10.894817,48.365488
Augsburg,4387330,2806180,1628,10.894817,48.365488
Augsburg,4387330,2806180,1520,10.894817,48.365488
Augsburg,4387330,2806180,1625,10.894817,48.365488
Augsburg,4387330,2806180,1571,10.894817,48.365488
Augsburg,4387330,2806180,1632,10.894817,48.365488
Augsburg,4387330,2806180,1521,10.894817,48.365488
Augsburg,4387330,2806180,1585,10.894817,48.365488
Augsburg,4387330,2806180,1608,10.894817,48.365488
Augsburg,4387330,2806180,1402,10.894817,48.365488
Augsburg,4387330,2806180,1572,10.894817,48.365488
Augsburg,4387330,2806180,1593,10.894817,48.365488
Augsburg,4387330,2806180,1592,10.894817,48.365488
Augsburg,4387330,2806180,1357,10.894817,48.365488
Augsburg,4387330,2806180,1648,10.894817,48.365488
Augsburg,4387330,2806180,1430,10.894817,48.365488
Augsburg,4387330,2806180,1536,10.894817,48.365488
Augsburg,4387330,2806180,1547,10.894817,48.365488
Augsburg,4387330,2806180,1562,10.894817,48.365488
Augsburg,4387330,2806180,1563,10.894817,48.365488
Augsburg,4387330,2806180,1564,10.894817,48.365488
Augsburg,4387330,2806180,1626,10.894817,48.365488
Augsburg,4387330,2806180,1635,10.894817,48.365488
Augsburg,4387330,2806180,1624,10.894817,48.365488
Augsburg,4387330,2806180,1534,10.894817,48.365488
Augsburg,4387330,2806180,1627,10.894817,48.365488
Augsburg,4387330,2806180,1646,10.894817,48.365488
Augsburg,4387330,2806180,1634,10.894817,48.365488
Aurillac,3724560,2454230,1631,2.443628,44.927795
Aurillac,3724560,2454230,1587,2.443628,44.927795
Aurillac,3724560,2454230,1628,2.443628,44.927795
Aurillac,3724560,2454230,1629,2.443628,44.927795
Aurillac,3724560,2454230,1494,2.443628,44.927795
Aurillac,3724560,2454230,1580,2.443628,44.927795
Aurillac,3724560,2454230,1563,2.443628,44.927795
Aurillac,3724560,2454230,1348,2.443628,44.927795
Aurillac,3724560,2454230,1439,2.443628,44.927795
Aurillac,3724560,2454230,1630,2.443628,44.927795
Autun,3887140,2665160,1494,4.299424,46.949782
Autun,3887140,2665160,1628,4.299424,46.949782
Autun,3887140,2665160,1637,4.299424,46.949782
Autun,3887140,2665160,1567,4.299424,46.949782
Autun,3887140,2665160,1566,4.299424,46.949782
Auxerre,3840030,2763660,1531,3.574393,47.798315
Auxerre,3840030,2763660,1645,3.574393,47.798315
Auxerre,3840030,2763660,1515,3.574393,47.798315
Auxerre,3840030,2763660,1516,3.574393,47.798315
Auxerre,3840030,2763660,1597,3.574393,47.798315
Auxerre,3840030,2763660,1586,3.574393,47.798315
Auxerre,3840030,2763660,1585,3.574393,47.798315
Auxerre,3840030,2763660,1584,3.574393,47.798315
Auxerre,3840030,2763660,1500,3.574393,47.798315
Auxerre,3840030,2763660,1480,3.574393,47.798315
Auxerre,3840030,2763660,1568,3.574393,47.798315
Auxerre,3840030,2763660,1544,3.574393,47.798315
Auxerre,3840030,2763660,1469,3.574393,47.798315
Auxerre,3840030,2763660,1478,3.574393,47.798315
Auxerre,3840030,2763660,1477,3.574393,47.798315
Auxerre,3840030,2763660,1479,3.574393,47.798315
Auxerre,3840030,2763660,1476,3.574393,47.798315
Auxerre,3840030,2763660,1468,3.574393,47.798315
Auxerre,3840030,2763660,1467,3.574393,47.798315
Auxerre,3840030,2763660,1466,3.574393,47.798315
Auxerre,3840030,2763660,1439,3.574393,47.798315
Auxerre,3840030,2763660,1412,3.574393,47.798315
Auxerre,3840030,2763660,1400,3.574393,47.798315
Auxerre,3840030,2763660,1399,3.574393,47.798315
Auxerre,3840030,2763660,1517,3.574393,47.798315
Avallon,3862220,2727660,1523,3.908006,47.492524
Avallon,3862220,2727660,1508,3.908006,47.492524
Avallon,3862220,2727660,1521,3.908006,47.492524
Avallon,3862220,2727660,1518,3.908006,47.492524
Avallon,3862220,2727660,1596,3.908006,47.492524
Avallon,3862220,2727660,1586,3.908006,47.492524
Avallon,3862220,2727660,1587,3.908006,47.492524
Avallon,3862220,2727660,1428,3.908006,47.492524
Avallon,3862220,2727660,1505,3.908006,47.492524
Avallon,3862220,2727660,1564,3.908006,47.492524
Avallon,3862220,2727660,1567,3.908006,47.492524
Avallon,3862220,2727660,1636,3.908006,47.492524
Avallon,3862220,2727660,1596,3.908006,47.492524
Avallon,3862220,2727660,1522,3.908006,47.492524
Avallon,3862220,2727660,1524,3.908006,47.492524
Avallon,3862220,2727660,1531,3.908006,47.492524
Avallon,3862220,2727660,1532,3.908006,47.492524
Avallon,3862220,2727660,1533,3.908006,47.492524
Avallon,3862220,2727660,1507,3.908006,47.492524
Avallon,3862220,2727660,1506,3.908006,47.492524
Avallon,3862220,2727660,1566,3.908006,47.492524
Avallon,3862220,2727660,1498,3.908006,47.492524
Avallon,3862220,2727660,1481,3.908006,47.492524
Avallon,3862220,2727660,1480,3.908006,47.492524
Avallon,3862220,2727660,1581,3.908006,47.492524
Avallon,3862220,2727660,1569,3.908006,47.492524
Avallon,3862220,2727660,1568,3.908006,47.492524
Avallon,3862220,2727660,1637,3.908006,47.492524
Avallon,3862220,2727660,1628,3.908006,47.492524
Aveiro,2753730,2143710,1580,-8.653591,40.641185
Aveiro,2753730,2143710,1599,-8.653591,40.641185
Aversa,4676650,1995860,1656,14.209181,40.972853
Avesnes,3753320,3079730,1570,1.97242,50.549031
Avesnes,3753320,3079730,1582,1.97242,50.549031
Avesnes,3753320,3079730,1636,1.97242,50.549031
Avesnes,3753320,3079730,1596,1.97242,50.549031
Avesnes,3753320,3079730,1596,1.97242,50.549031
Avigliana,4115720,2444410,1564,7.396681,45.079301
Avigliana,4115720,2444410,1565,7.396681,45.079301
Avignon,3903460,2329910,1475,4.805965,43.948602
Avignon,3903460,2329910,1496,4.805965,43.948602
Avignon,3903460,2329910,1399,4.805965,43.948602
Avignon,3903460,2329910,1494,4.805965,43.948602
Avignon,3903460,2329910,1482,4.805965,43.948602
Avignon,3903460,2329910,1489,4.805965,43.948602
Avignon,3903460,2329910,1490,4.805965,43.948602
Avignon,3903460,2329910,1542,4.805965,43.948602
Avignon,3903460,2329910,1495,4.805965,43.948602
Avignon,3903460,2329910,1587,4.805965,43.948602
Avignon,3903460,2329910,1456,4.805965,43.948602
Avignon,3903460,2329910,1348,4.805965,43.948602
Avignon,3903460,2329910,1398,4.805965,43.948602
Avignon,3903460,2329910,1556,4.805965,43.948602
Avignon,3903460,2329910,1566,4.805965,43.948602
Avignon,3903460,2329910,1721,4.805965,43.948602
Avignon,3903460,2329910,1720,4.805965,43.948602
Avignon,3903460,2329910,1630,4.805965,43.948602
Avignon,3903460,2329910,1629,4.805965,43.948602
Avignon,3903460,2329910,1619,4.805965,43.948602
Avignon,3903460,2329910,1541,4.805965,43.948602
Avignon,3903460,2329910,1479,4.805965,43.948602
Avignon,3903460,2329910,1585,4.805965,43.948602
Avignon,3903460,2329910,1581,4.805965,43.948602
Avignon,3903460,2329910,1580,4.805965,43.948602
Avignon,3903460,2329910,1498,4.805965,43.948602
Avignon,3903460,2329910,1388,4.805965,43.948602
Avignon,3903460,2329910,1530,4.805965,43.948602
Avignon,3903460,2329910,1526,4.805965,43.948602
Avignon,3903460,2329910,1524,4.805965,43.948602
Avignon,3903460,2329910,1520,4.805965,43.948602
Avignon,3903460,2329910,1518,4.805965,43.948602
Avignon,3903460,2329910,1502,4.805965,43.948602
Avignon,3903460,2329910,1546,4.805965,43.948602
Avignon,3903460,2329910,1397,4.805965,43.948602
Avignon,3903460,2329910,1382,4.805965,43.948602
Avignon,3903460,2329910,1374,4.805965,43.948602
Avignon,3903460,2329910,1373,4.805965,43.948602
Avignon,3903460,2329910,1372,4.805965,43.948602
Avignon,3903460,2329910,1361,4.805965,43.948602
Avignon,3903460,2329910,1722,4.805965,43.948602
Avignon,3903460,2329910,1521,4.805965,43.948602
Avignon,3903460,2329910,1557,4.805965,43.948602
Ávila,3080780,2071830,1507,-4.700337,40.656423
Ávila,3080780,2071830,1506,-4.700337,40.656423
Avranches,3488360,2905480,1546,-1.35535,48.683747
Ayr,3402320,3689240,1606,-4.633169,55.463568
Azuara,3409890,2083200,1530,-0.868513,41.258743
Bad Cannstatt,4263350,2854940,1635,9.215427,48.804993
Bad Honnef,4124820,3063010,1665,7.225767,50.645374
Bad Kreuznach,4167100,2972620,1666,7.860201,49.845945
Bad Langensalza,4366440,3110780,1626,10.6488,51.106392
Bad Langensalza,4366440,3110780,1594,10.6488,51.106392
Baden,4193350,2708120,1427,8.307617,47.47356
Baden bei Wien,4785650,2785450,1613,16.232334,48.006137
Baden bei Wien,4785650,2785450,1644,16.232334,48.006137
Baden bei Wien,4785650,2785450,1615,16.232334,48.006137
Baden bei Wien,4785650,2785450,1691,16.232334,48.006137
Baden bei Wien,4785650,2785450,1562,16.232334,48.006137
Bagnères-de-Bigorre,3518990,2270190,1610,0.150176,43.065176
Bagnères-de-Bigorre,3518990,2270190,1588,0.150176,43.065176
Bamberg,4384630,2976130,1533,10.885469,49.89422
Bamberg,4384630,2976130,1679,10.885469,49.89422
Bamberg,4384630,2976130,1532,10.885469,49.89422
Bamberg,4384630,2976130,1357,10.885469,49.89422
Banbury,3546830,3277110,1644,-1.340459,52.06004
Banbury,3546830,3277110,1645,-1.340459,52.06004
Bann,4147630,2922520,1625,7.611949,49.390269
Banstead,3612920,3184360,1548,-0.196079,51.324321
Barbezieux-Saint-Hilaire,3528590,2538560,1630,-0.154261,45.472533
Barbezieux-Saint-Hilaire,3528590,2538560,1629,-0.154261,45.472533
Barcelona,3664740,2065890,1458,2.169964,41.387916
Barcelona,3664740,2065890,1497,2.169964,41.387916
Barcelona,3664740,2065890,1486,2.169964,41.387916
Barcelona,3664740,2065890,1478,2.169964,41.387916
Barcelona,3664740,2065890,1394,2.169964,41.387916
Barcelona,3664740,2065890,1558,2.169964,41.387916
Barcelona,3664740,2065890,1650,2.169964,41.387916
Barcelona,3664740,2065890,1448,2.169964,41.387916
Barcelona,3664740,2065890,1501,2.169964,41.387916
Barcelona,3664740,2065890,1530,2.169964,41.387916
Barcelona,3664740,2065890,1465,2.169964,41.387916
Barcelona,3664740,2065890,1648,2.169964,41.387916
Barcelona,3664740,2065890,1441,2.169964,41.387916
Barcelona,3664740,2065890,1589,2.169964,41.387916
Barcelona,3664740,2065890,1607,2.169964,41.387916
Barcelona,3664740,2065890,1653,2.169964,41.387916
Barcelona,3664740,2065890,1362,2.169964,41.387916
Barcelona,3664740,2065890,1348,2.169964,41.387916
Barcelona,3664740,2065890,1565,2.169964,41.387916
Barcelona,3664740,2065890,1557,2.169964,41.387916
Barcelona,3664740,2065890,1490,2.169964,41.387916
Barcelona,3664740,2065890,1409,2.169964,41.387916
Barcelona,3664740,2065890,1494,2.169964,41.387916
Barcelona,3664740,2065890,1493,2.169964,41.387916
Barcelona,3664740,2065890,1489,2.169964,41.387916
Barcelona,3664740,2065890,1560,2.169964,41.387916
Barcelona,3664740,2065890,1483,2.169964,41.387916
Barcelona,3664740,2065890,1650,2.169964,41.387916
Barcelona,3664740,2065890,1468,2.169964,41.387916
Barcelona,3664740,2065890,1457,2.169964,41.387916
Barcelona,3664740,2065890,1456,2.169964,41.387916
Barcelona,3664740,2065890,1476,2.169964,41.387916
Barcelona,3664740,2065890,1429,2.169964,41.387916
Barcelona,3664740,2065890,1649,2.169964,41.387916
Barcelona,3664740,2065890,1395,2.169964,41.387916
Barcelona,3664740,2065890,1515,2.169964,41.387916
Barcelona,3664740,2065890,1394,2.169964,41.387916
Barcelona,3664740,2065890,1410,2.169964,41.387916
Barcelona,3664740,2065890,1439,2.169964,41.387916
Barcelona,3664740,2065890,1408,2.169964,41.387916
Barcelona,3664740,2065890,1475,2.169964,41.387916
Barcelona,3664740,2065890,1375,2.169964,41.387916
Barcelona,3664740,2065890,1371,2.169964,41.387916
Barcelona,3664740,2065890,1452,2.169964,41.387916
Barcelona,3664740,2065890,1363,2.169964,41.387916
Barcelona,3664740,2065890,1590,2.169964,41.387916
Barcelona,3664740,2065890,1507,2.169964,41.387916
Barcelona,3664740,2065890,1521,2.169964,41.387916
Barcelonnette,4053440,2369950,1630,6.647886,44.386235
Barcelonnette,4053440,2369950,1632,6.647886,44.386235
Barcelonnette,4053440,2369950,1631,6.647886,44.386235
Barcelos,2778810,2239300,1484,-8.618955,41.531521
Bari,4899360,2029170,1590,16.868402,41.125994
Bari,4899360,2029170,1592,16.868402,41.125994
Bari,4899360,2029170,1691,16.868402,41.125994
Bari,4899360,2029170,1591,16.868402,41.125994
Barking,3635240,3205100,1564,0.081411,51.536262
Barking,3635240,3205100,1625,0.081411,51.536262
Bar-le-Duc,3965460,2862830,1634,5.16053,48.773675
Bar-le-Duc,3965460,2862830,1636,5.16053,48.773675
Bar-le-Duc,3965460,2862830,1474,5.16053,48.773675
Bar-le-Duc,3965460,2862830,1502,5.16053,48.773675
Bar-le-Duc,3965460,2862830,1637,5.16053,48.773675
Bar-le-Duc,3965460,2862830,1633,5.16053,48.773675
Bar-le-Duc,3965460,2862830,1466,5.16053,48.773675
Barnard Castle,3552940,3556770,1625,-1.927408,54.544536
Barnard Castle,3552940,3556770,1636,-1.927408,54.544536
Barnstaple,3342840,3202210,1625,-4.058288,51.080618
Barnstaple,3342840,3202210,1646,-4.058288,51.080618
Bar-sur-Aube,3927830,2805360,1636,4.704626,48.234811
Bar-sur-Aube,3927830,2805360,1360,4.704626,48.234811
Bar-sur-Seine,3902430,2793860,1629,4.375151,48.114777
Bar-sur-Seine,3902430,2793860,1630,4.375151,48.114777
Basel,4138840,2719200,1583,7.580653,47.559619
Basel,4138840,2719200,1418,7.580653,47.559619
Basel,4138840,2719200,1419,7.580653,47.559619
Basel,4138840,2719200,1440,7.580653,47.559619
Basel,4138840,2719200,1451,7.580653,47.559619
Basel,4138840,2719200,1465,7.580653,47.559619
Basel,4138840,2719200,1576,7.580653,47.559619
Basel,4138840,2719200,1518,7.580653,47.559619
Basel,4138840,2719200,1635,7.580653,47.559619
Basel,4138840,2719200,1668,7.580653,47.559619
Basel,4138840,2719200,1584,7.580653,47.559619
Basel,4138840,2719200,1550,7.580653,47.559619
Basel,4138840,2719200,1381,7.580653,47.559619
Basel,4138840,2719200,1396,7.580653,47.559619
Basel,4138840,2719200,1515,7.580653,47.559619
Basel,4138840,2719200,1519,7.580653,47.559619
Basel,4138840,2719200,1538,7.580653,47.559619
Basel,4138840,2719200,1539,7.580653,47.559619
Basel,4138840,2719200,1540,7.580653,47.559619
Basel,4138840,2719200,1634,7.580653,47.559619
Basel,4138840,2719200,1544,7.580653,47.559619
Basel,4138840,2719200,1667,7.580653,47.559619
Basel,4138840,2719200,1551,7.580653,47.559619
Basel,4138840,2719200,1578,7.580653,47.559619
Basel,4138840,2719200,1552,7.580653,47.559619
Basel,4138840,2719200,1553,7.580653,47.559619
Basel,4138840,2719200,1560,7.580653,47.559619
Basel,4138840,2719200,1541,7.580653,47.559619
Basel,4138840,2719200,1543,7.580653,47.559619
Basel,4138840,2719200,1517,7.580653,47.559619
Basel,4138840,2719200,1526,7.580653,47.559619
Basel,4138840,2719200,1564,7.580653,47.559619
Basel,4138840,2719200,1566,7.580653,47.559619
Basel,4138840,2719200,1666,7.580653,47.559619
Basel,4138840,2719200,1359,7.580653,47.559619
Basel,4138840,2719200,1595,7.580653,47.559619
Basel,4138840,2719200,1604,7.580653,47.559619
Basel,4138840,2719200,1636,7.580653,47.559619
Basel,4138840,2719200,1581,7.580653,47.559619
Basel,4138840,2719200,1605,7.580653,47.559619
Basel,4138840,2719200,1610,7.580653,47.559619
Basel,4138840,2719200,1563,7.580653,47.559619
Basel,4138840,2719200,1577,7.580653,47.559619
Basel,4138840,2719200,1593,7.580653,47.559619
Basel,4138840,2719200,1349,7.580653,47.559619
Basel,4138840,2719200,1439,7.580653,47.559619
Basel,4138840,2719200,1571,7.580653,47.559619
Basel,4138840,2719200,1594,7.580653,47.559619
Basel,4138840,2719200,1629,7.580653,47.559619
Basel,4138840,2719200,1628,7.580653,47.559619
Basel,4138840,2719200,1606,7.580653,47.559619
Basel,4138840,2719200,1366,7.580653,47.559619
Basel,4138840,2719200,1572,7.580653,47.559619
Basel,4138840,2719200,1367,7.580653,47.559619
Basel,4138840,2719200,1582,7.580653,47.559619
Basel,4138840,2719200,1611,7.580653,47.559619
Basingstoke,3550740,3186540,1666,-1.084087,51.262489
Bassett,3523240,3155410,1645,-1.404971,50.948572
Bath,3465400,3213830,1604,-2.357494,51.381454
Bath,3465400,3213830,1643,-2.357494,51.381454
Battersea,3617310,3200380,1665,-0.165449,51.472186
Baume-les-Dames,4046030,2700000,1633,6.361607,47.352802
Bayeux,3544980,2963670,1625,-0.705568,49.276487
Bayeux,3544980,2963670,1626,-0.705568,49.276487
Bayeux,3544980,2963670,1627,-0.705568,49.276487
Bayeux,3544980,2963670,1619,-0.705568,49.276487
Bayeux,3544980,2963670,1348,-0.705568,49.276487
Bayeux,3544980,2963670,1500,-0.705568,49.276487
Bayeux,3544980,2963670,1590,-0.705568,49.276487
Bayeux,3544980,2963670,1589,-0.705568,49.276487
Bayeux,3544980,2963670,1551,-0.705568,49.276487
Bayeux,3544980,2963670,1532,-0.705568,49.276487
Bayeux,3544980,2963670,1467,-0.705568,49.276487
Bayeux,3544980,2963670,1636,-0.705568,49.276487
Bayeux,3544980,2963670,1456,-0.705568,49.276487
Bayeux,3544980,2963670,1478,-0.705568,49.276487
Bayeux,3544980,2963670,1521,-0.705568,49.276487
Bayonne,3394580,2336010,1507,-1.474556,43.493448
Bayonne,3394580,2336010,1508,-1.474556,43.493448
Bayonne,3394580,2336010,1546,-1.474556,43.493448
Bayonne,3394580,2336010,1547,-1.474556,43.493448
Bayonne,3394580,2336010,1484,-1.474556,43.493448
Bayonne,3394580,2336010,1548,-1.474556,43.493448
